,Title,Address or Zone,Property Details,Url,Image,Source Info,Source Date or Published Date (Days),Price,No of Bedroom Available,Floor Size or Property Size sq. feet
49,Bayu @ pandan jaya kuala lumpur, Cheras Ampang Jaya Selangor ,Floor area (Sqft). 1079 Listing Tenure. L Listing Type. SALE Amenities: Gymnasium room Playground 24 hours security Swimming pool Wading poo,http://rd.trovit.com/id.nXp_h1F1c1d/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.16930web-modphp-075dbda34ac671b/tracking/what_d.kuala%20lumpur/type.1/page.2/cookieid.421531292365dbda34ac5dce8.80630874/campaigns.283/pos.25/,#NA,propertyguru.com.my,3 days ago,MYR 470000,3,1079
50,Bayu @ pandan jaya kuala lumpur, Cheras Ampang Jaya Selangor ,Floor area (Sqft). 1079 Listing Tenure. L Listing Type. SALE Amenities: Gymnasium room Playground 24 hours security Swimming pool Wading poo,http://rd.trovit.com/id.u1yIv1v1R161d/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.16749web-modphp-015dbda34ff159b/tracking/what_d.kuala%20lumpur/type.1/page.3/cookieid.421531292365dbda34feed419.10730027/campaigns.283/pos.1/,//img-ap-1.trovit.com/img1my/u1yIv1v1R161d/u1yIv1v1R161d.1_10.jpg,propertyguru.com.my,18 days ago,MYR 538000,3,1079
51,Maxim Residences Taman Len Seng Cheras, 43200 Kuala Lumpur Federal Territory of Kuala Lumpur ,Maxim Residence Cheras. Brand new. Near to UCSI University Connaught. Fully furnished. Pls call or whatsapp 0123662--- alwyn lee,http://rd.trovit.com/id.1F1RF1b18j111r/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.16749web-modphp-015dbda34ff159b/tracking/what_d.kuala%20lumpur/type.1/page.3/cookieid.421531292365dbda34feed419.10730027/campaigns.283/pos.2/,//img-ap-1.trovit.com/img1my/1F1RF1b18j111r/1F1RF1b18j111r.1_10.jpg,iProperty,30+ days ago,MYR 450000,2,854
52,Bayu @ pandan jaya kuala lumpur, Cheras Ampang Jaya Selangor ,Floor area (Sqft). 1079 Listing Tenure. L Listing Type. SALE Amenities: Gymnasium room Playground 24 hours security Swimming pool Wading poo,http://rd.trovit.com/id.u171P1Amq1fR/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.16749web-modphp-015dbda34ff159b/tracking/what_d.kuala%20lumpur/type.1/page.3/cookieid.421531292365dbda34feed419.10730027/campaigns.283/pos.3/,//img-ap-1.trovit.com/img1my/u171P1Amq1fR/u171P1Amq1fR.1_10.jpg,propertyguru.com.my,30+ days ago,MYR 520000,3,1079
53,2 bedroom Apartment for sale in Cheras, Kuala Lumpur Federal Territory of Kuala Lumpur ,Axis SoHu @Pandan Indah for sell RM 400000 ​ Axis SoHu @Pandan Indah for sale Jalan Pandan Indah 4/3 Pandan Indah 68000 Kuala Lumpur ​...,http://rd.trovit.com/id.81j1pU1-1c1dR/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.16749web-modphp-015dbda34ff159b/tracking/what_d.kuala%20lumpur/type.1/page.3/cookieid.421531292365dbda34feed419.10730027/campaigns.283/pos.4/,//img-ap-1.trovit.com/img1my/81j1pU1-1c1dR/81j1pU1-1c1dR.1_10.jpg,Klpropertylist,9 days ago,MYR 400000,2,739
54,Bayu @ pandan jaya kuala lumpur, Cheras Ampang Jaya Selangor ,Floor area (Sqft). 1047 Listing Tenure. L Listing Type. SALE Amenities: Gymnasium room Playground 24 hours security Swimming pool Wading poo,http://rd.trovit.com/id.1HOWn1nl1V17/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.16749web-modphp-015dbda34ff159b/tracking/what_d.kuala%20lumpur/type.1/page.3/cookieid.421531292365dbda34feed419.10730027/campaigns.283/pos.5/,#NA,propertyguru.com.my,30+ days ago,MYR 500000,3,1047
55,Bayu @ pandan jaya kuala lumpur, Cheras Ampang Jaya Selangor ,Floor area (Sqft). 1079 Listing Tenure. L Listing Type. SALE Amenities: Gymnasium room Playground 24 hours security Swimming pool Wading poo,http://rd.trovit.com/id.1XW1l1Ss1T41G/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.16749web-modphp-015dbda34ff159b/tracking/what_d.kuala%20lumpur/type.1/page.3/cookieid.421531292365dbda34feed419.10730027/campaigns.283/pos.6/,#NA,propertyguru.com.my,30+ days ago,MYR 500000,3,1079
56,Warisan cityview cheras kuala lumpur, Cheras Ampang Jaya Selangor ,Floor area (Sqft). 910 Listing Tenure. L Listing Type. SALE Furnishing Status: UNFUR Floor Level: MID,http://rd.trovit.com/id.1j1WadqU1Y1d/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.16749web-modphp-015dbda34ff159b/tracking/what_d.kuala%20lumpur/type.1/page.3/cookieid.421531292365dbda34feed419.10730027/campaigns.283/pos.7/,#NA,propertyguru.com.my,29 days ago,MYR 410000,3,910
57,Seri Mas Condominium Taman Ikhsan Cheras, 56000 Kuala Lumpur Federal Territory of Kuala Lumpur ,Facilities: Barbecue Area Covered Parking Swimming Pool (Kids  Adult) 24hr Security Visitor Parking Poly-Clinic Restuarant Laundry Service Rema,http://rd.trovit.com/id.101C0tun121N/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.16749web-modphp-015dbda34ff159b/tracking/what_d.kuala%20lumpur/type.1/page.3/cookieid.421531292365dbda34feed419.10730027/campaigns.283/pos.8/,#NA,iProperty,30+ days ago,MYR 460000,3,1307
58,Bayu @ pandan jaya kuala lumpur, Cheras Ampang Jaya Selangor ,Floor area (Sqft). 1079 Listing Tenure. L Listing Type. SALE Amenities: Gymnasium room Playground 24 hours security Swimming pool Wading poo,http://rd.trovit.com/id.1a1P15t161n1P13/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.16749web-modphp-015dbda34ff159b/tracking/what_d.kuala%20lumpur/type.1/page.3/cookieid.421531292365dbda34feed419.10730027/campaigns.283/pos.9/,#NA,propertyguru.com.my,30+ days ago,MYR 500000,3,1079
59,3 bedroom Apartment for sale in Cheras, Kuala Lumpur Federal Territory of Kuala Lumpur ,Vistana perdana rm 450k fullyfurnish renovated Vista Perdana Cheras Jalan Perdana Pandan Perdana 55300 Cheras WP Ku Cheras 43000 Kuala...,http://rd.trovit.com/id.1O1cwB1W1v1Pp/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.16749web-modphp-015dbda34ff159b/tracking/what_d.kuala%20lumpur/type.1/page.3/cookieid.421531292365dbda34feed419.10730027/campaigns.283/pos.10/,#NA,Klpropertylist,9 days ago,MYR 450000,3,1015
60,Bayu @ pandan jaya kuala lumpur, Cheras Ampang Jaya Selangor ,Floor area (Sqft). 1050 Listing Tenure. L Listing Type. SALE Amenities: Gymnasium room Playground 24 hours security Swimming pool Wading poo,http://rd.trovit.com/id.1h1Lf1t7sOT/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.16749web-modphp-015dbda34ff159b/tracking/what_d.kuala%20lumpur/type.1/page.3/cookieid.421531292365dbda34feed419.10730027/campaigns.283/pos.11/,#NA,propertyguru.com.my,30+ days ago,MYR 545000,3,1050
61,Bayu @ pandan jaya kuala lumpur, Cheras Ampang Jaya Selangor ,Floor area (Sqft). 1050 Listing Tenure. L Listing Type. SALE Amenities: Gymnasium room Playground 24 hours security Swimming pool Wading poo,http://rd.trovit.com/id.11K1AM17g1T1t/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.16749web-modphp-015dbda34ff159b/tracking/what_d.kuala%20lumpur/type.1/page.3/cookieid.421531292365dbda34feed419.10730027/campaigns.283/pos.12/,#NA,propertyguru.com.my,30+ days ago,MYR 480000,3,1050
62,Bayu @ pandan jaya kuala lumpur, Cheras Ampang Jaya Selangor ,Floor area (Sqft). 1079 Listing Tenure. L Listing Type. SALE Amenities: Gymnasium room Playground 24 hours security Swimming pool Wading poo,http://rd.trovit.com/id.11yv1Y5O1M15/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.16749web-modphp-015dbda34ff159b/tracking/what_d.kuala%20lumpur/type.1/page.3/cookieid.421531292365dbda34feed419.10730027/campaigns.283/pos.13/,#NA,propertyguru.com.my,14 days ago,MYR 540000,3,1079
63,Putra Suria Residence Taman Ikan Emas Cheras, 56000 Kuala Lumpur Federal Territory of Kuala Lumpur ,Very well maintained three room apartment Putra Suria Residence Jalan Jelawat 2 Taman Ikan Emas Cheras. With aircond and ceiling fans. Built ,http://rd.trovit.com/id.H3L101QVi3/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.16749web-modphp-015dbda34ff159b/tracking/what_d.kuala%20lumpur/type.1/page.3/cookieid.421531292365dbda34feed419.10730027/campaigns.283/pos.14/,#NA,iProperty,30+ days ago,MYR 325000,3,800
64,Bayu @ pandan jaya kuala lumpur, Cheras Ampang Jaya Selangor ,Floor area (Sqft). 1050 Listing Tenure. L Listing Type. SALE Amenities: Gymnasium room Playground 24 hours security Swimming pool Wading poo,http://rd.trovit.com/id.1N1x131g_G21l/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.16749web-modphp-015dbda34ff159b/tracking/what_d.kuala%20lumpur/type.1/page.3/cookieid.421531292365dbda34feed419.10730027/campaigns.283/pos.15/,#NA,propertyguru.com.my,17 days ago,MYR 550000,3,1050
65,Adjoining 2 blocks 2 sty shops. 4 units. For sales, 56000 Kuala Lumpur Federal Territory of Kuala Lumpur ,2 blocks 2 storey commercial @ taman Midah Kuala lumpur. For RM7.5 mil. Ad id: LIDM1120--- Location: 2 adjoining blocks x 2 storey Taman Midah...,http://rd.trovit.com/id.I1aE1W14GNf/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.16749web-modphp-015dbda34ff159b/tracking/what_d.kuala%20lumpur/type.1/page.3/cookieid.421531292365dbda34feed419.10730027/campaigns.283/pos.16/,#NA,EdgeProp.my,30+ days ago,MYR 7500000,4,1600
66,(Salary rm3500) cheras condo kl kuala lumpur, Cheras Ampang Jaya Selangor ,Floor area (Sqft). 800 Listing Tenure. L Listing Type. SALE Furnishing Status: FULL Floor Level: MID,http://rd.trovit.com/id.121o1651511jn/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.16749web-modphp-015dbda34ff159b/tracking/what_d.kuala%20lumpur/type.1/page.3/cookieid.421531292365dbda34feed419.10730027/campaigns.283/pos.17/,#NA,propertyguru.com.my,30+ days ago,MYR 388000,2,800
67,Bayu @ pandan jaya kuala lumpur, Cheras Ampang Jaya Selangor ,Floor area (Sqft). 1054 Listing Tenure. L Listing Type. SALE Amenities: Gymnasium room Playground 24 hours security Swimming pool Wading poo,http://rd.trovit.com/id.1vI15uI1oT5/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.16749web-modphp-015dbda34ff159b/tracking/what_d.kuala%20lumpur/type.1/page.3/cookieid.421531292365dbda34feed419.10730027/campaigns.283/pos.18/,#NA,propertyguru.com.my,30+ days ago,MYR 500000,3,1054
68,Rm3k to buy cheras new condo kuala lumpur, Cheras Ampang Jaya Selangor ,Floor area (Sqft). 1062 Listing Tenure. L Listing Type. SALE Furnishing Status: FULL Floor Level: MID,http://rd.trovit.com/id.1jz1zmZ1RSr/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.16749web-modphp-015dbda34ff159b/tracking/what_d.kuala%20lumpur/type.1/page.3/cookieid.421531292365dbda34feed419.10730027/campaigns.283/pos.19/,#NA,propertyguru.com.my,30+ days ago,MYR 499000,3,1062
69,Vista Tasik Bandar Sri Permasuri Cheras, Kuala Lumpur Federal Territory of Kuala Lumpur ,Vista Tasik Condominium Bandar Sri Permaisuri # # 1227 sf # # Partly Furnished  Renovated # # 2 Car Parks # # Facing Lake # # 3 rooms + 2 bath,http://rd.trovit.com/id.N1ePi1x1ng1q/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.16749web-modphp-015dbda34ff159b/tracking/what_d.kuala%20lumpur/type.1/page.3/cookieid.421531292365dbda34feed419.10730027/campaigns.283/pos.20/,#NA,iProperty,30+ days ago,MYR 650000,3,1227
70,Aliran damai condo cheras kuala lumpur, Cheras Ampang Jaya Selangor ,Floor area (Sqft). 1006 Listing Tenure. F Listing Type. SALE Furnishing Status: PART Floor Level: MID,http://rd.trovit.com/id.J1P1e1z13uD1R/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.16749web-modphp-015dbda34ff159b/tracking/what_d.kuala%20lumpur/type.1/page.3/cookieid.421531292365dbda34feed419.10730027/campaigns.283/pos.21/,#NA,propertyguru.com.my,30+ days ago,MYR 340000,3,1006
71,Lake View Apartment, Kuala Lumpur Federal Territory of Kuala Lumpur ,-Pandan Perdana Lake View apt for SALE RM: 268K AND RENT RM: 900 with 2ND FLOOR and security access card. 950 Sqf. 3 rooms and 2 bathroom. Near M,http://rd.trovit.com/id.111C2KwlMG/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.16749web-modphp-015dbda34ff159b/tracking/what_d.kuala%20lumpur/type.1/page.3/cookieid.421531292365dbda34feed419.10730027/campaigns.283/pos.22/,#NA,Propertyhunter,5 days ago,MYR 268000,3,950
72,Bayu @ pandan jaya kuala lumpur, Cheras Ampang Jaya Selangor ,Floor area (Sqft). 1079 Listing Tenure. L Listing Type. SALE Amenities: Gymnasium room Playground 24 hours security Swimming pool Wading poo,http://rd.trovit.com/id.SDsa1jwPa/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.16749web-modphp-015dbda34ff159b/tracking/what_d.kuala%20lumpur/type.1/page.3/cookieid.421531292365dbda34feed419.10730027/campaigns.283/pos.23/,#NA,propertyguru.com.my,30+ days ago,MYR 470000,3,1079
73,The lumayan apartment bandar sri permaisuri cheras kuala..., Cheras Ampang Jaya Selangor ,Floor area (Sqft). 830 Listing Tenure. L Listing Type. SALE Furnishing Status: UNFUR Floor Level: MID,http://rd.trovit.com/id.1B1h141v1M1-1uQ/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.16749web-modphp-015dbda34ff159b/tracking/what_d.kuala%20lumpur/type.1/page.3/cookieid.421531292365dbda34feed419.10730027/campaigns.283/pos.24/,#NA,propertyguru.com.my,28 days ago,MYR 380000,3,830
74,Lavile kuala lumpur jalan jejaka 2 taman maluri, Cheras Ampang Jaya Selangor ,Floor area (Sqft). 864 Listing Tenure. F Listing Type. SALE Amenities: Barbeque Area Perimeter Fencing Game room Gymnasium room Lap pool Vi,http://rd.trovit.com/id.b161X1a1B1cN14/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.16749web-modphp-015dbda34ff159b/tracking/what_d.kuala%20lumpur/type.1/page.3/cookieid.421531292365dbda34feed419.10730027/campaigns.283/pos.25/,#NA,propertyguru.com.my,29 days ago,MYR 1001300,3,864
75,Amaya Maluri Taman Maluri Cheras, 55100 Kuala Lumpur Federal Territory of Kuala Lumpur ,Don't Miss Out! Call Me Today to Book a Viewing! Alex lee (ren: 08889) HP: 0122739--- WhatsApp: are welcome to list. Any Properties of commercia,http://rd.trovit.com/id.1d1RK1v1-1J1NF/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.1740web-modphp-035dbda354d5c1c/tracking/what_d.kuala%20lumpur/type.1/page.4/cookieid.421531292365dbda354d50c67.12366647/campaigns.283/pos.1/,//img-ap-1.trovit.com/img1my/1d1RK1v1-1J1NF/1d1RK1v1-1J1NF.1_10.jpg,iProperty,30+ days ago,MYR 428000,2,719
76,Lavile kuala lumpur jalan jejaka 2 taman maluri, Cheras Ampang Jaya Selangor ,Floor area (Sqft). 750 Listing Tenure. F Listing Type. SALE Amenities: Barbeque Area Perimeter Fencing Game room Gymnasium room Lap pool Vi,http://rd.trovit.com/id.ElFR1141-v/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.1740web-modphp-035dbda354d5c1c/tracking/what_d.kuala%20lumpur/type.1/page.4/cookieid.421531292365dbda354d50c67.12366647/campaigns.283/pos.2/,//img-ap-1.trovit.com/img1my/ElFR1141-v/ElFR1141-v.1_10.jpg,propertyguru.com.my,23 days ago,MYR 853800,2,750
77,Pangsapuri Sering Angsana Batu 9 Cheras, Kuala Lumpur Federal Territory of Kuala Lumpur ,Pangsapuri Sering Angsana Batu 9 Cheras (5 storeys walk up apartment) 650sf 3 rooms 2 bath Basic Low floor Available now RM150K RENTAL: RM680/m,http://rd.trovit.com/id.qyj1c1K31Q1_/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.1740web-modphp-035dbda354d5c1c/tracking/what_d.kuala%20lumpur/type.1/page.4/cookieid.421531292365dbda354d50c67.12366647/campaigns.283/pos.3/,//img-ap-1.trovit.com/img1my/qyj1c1K31Q1_/qyj1c1K31Q1_.1_10.jpg,EdgeProp.my,30+ days ago,MYR 150000,3,650
78,Putra suria residensi kuala lumpur jalan jelawat 2 cheras..., Cheras Ampang Jaya Selangor ,Floor area (Sqft). 748 Listing Tenure. L Listing Type. SALE Furnishing Status: PART Floor Level: HIGH,http://rd.trovit.com/id.HIsvL1z1Z18/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.1740web-modphp-035dbda354d5c1c/tracking/what_d.kuala%20lumpur/type.1/page.4/cookieid.421531292365dbda354d50c67.12366647/campaigns.283/pos.4/,//img-ap-1.trovit.com/img1my/HIsvL1z1Z18/HIsvL1z1Z18.1_10.jpg,propertyguru.com.my,28 days ago,MYR 330000,3,748
79,Flat kos rendah bandar tasik selatan cheras kuala lumpur, Cheras Ampang Jaya Selangor ,Floor area (Sqft). 650 Listing Tenure. L Listing Type. SALE Furnishing Status: UNFUR Floor Level: LOW,http://rd.trovit.com/id.V1f1IG1J1I16S/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.1740web-modphp-035dbda354d5c1c/tracking/what_d.kuala%20lumpur/type.1/page.4/cookieid.421531292365dbda354d50c67.12366647/campaigns.283/pos.5/,#NA,propertyguru.com.my,6 days ago,MYR 190000,3,650
80,[3xxk] condo in cheras kuala lumpur chan sow lin, Cheras Ampang Jaya Selangor ,Floor area (Sqft). 850 Listing Tenure. L Listing Type. SALE Furnishing Status: FULL Floor Level: MID,http://rd.trovit.com/id.p1s1kX1u1lQ1y/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.1740web-modphp-035dbda354d5c1c/tracking/what_d.kuala%20lumpur/type.1/page.4/cookieid.421531292365dbda354d50c67.12366647/campaigns.283/pos.6/,#NA,propertyguru.com.my,30+ days ago,MYR 378000,2,850
81,Seri Cendekia Taman Connaught Cheras, 56000 Kuala Lumpur Federal Territory of Kuala Lumpur ,Seri cendeka condo cheras rm330k nego bu: 1125sft (leaseld) 3Bedroom +2Bathroom Pool view Corner unit / High floor Good for investment/ Own Stay ,http://rd.trovit.com/id.1hyU1H1QR1O1a/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.1740web-modphp-035dbda354d5c1c/tracking/what_d.kuala%20lumpur/type.1/page.4/cookieid.421531292365dbda354d50c67.12366647/campaigns.283/pos.7/,#NA,iProperty,5 days ago,MYR 330000,3,1125
82,New [3xxk] salak south condo cheras kuala lumpur salak..., Cheras Ampang Jaya Selangor ,Floor area (Sqft). 850 Listing Tenure. L Listing Type. SALE Furnishing Status: FULL Floor Level: MID,http://rd.trovit.com/id.1FV1OQ1dq1sq/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.1740web-modphp-035dbda354d5c1c/tracking/what_d.kuala%20lumpur/type.1/page.4/cookieid.421531292365dbda354d50c67.12366647/campaigns.283/pos.8/,#NA,propertyguru.com.my,30+ days ago,MYR 390000,2,850
83,3 bedroom Apartment for sale in Cheras, Kuala Lumpur Federal Territory of Kuala Lumpur ,Mutiara Balakong Jaya Apartment Top Floor Apartment Mutiara Taman Balakong Jaya Tingkat 4 (TIADA LIF. Boleh kurus tak perlu exercise lagi) 3 Bil,http://rd.trovit.com/id.L1D_1F1K1Uk1T/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.1740web-modphp-035dbda354d5c1c/tracking/what_d.kuala%20lumpur/type.1/page.4/cookieid.421531292365dbda354d50c67.12366647/campaigns.283/pos.9/,#NA,Klpropertylist,9 days ago,MYR 165000,3,741
84,3r3b cheras condo 0% d/payment kuala lumpur, Cheras Ampang Jaya Selangor ,Floor area (Sqft). 1060 Listing Tenure. L Listing Type. SALE Furnishing Status: FULL Floor Level: MID,http://rd.trovit.com/id.1g1o1kH1Q_Q1A/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.1740web-modphp-035dbda354d5c1c/tracking/what_d.kuala%20lumpur/type.1/page.4/cookieid.421531292365dbda354d50c67.12366647/campaigns.283/pos.10/,#NA,propertyguru.com.my,30+ days ago,MYR 488000,3,1060
85,Laman tasik condominium bandar sri permaisuri cheras..., Cheras Ampang Jaya Selangor ,Floor area (Sqft). 1281 Listing Tenure. L Listing Type. SALE Furnishing Status: UNFUR Floor Level: LOW,http://rd.trovit.com/id.1aw1M1t1v1i31n/origin.2/section.1/section_type.1/country.my/vertical.homes/iuid.1740web-modphp-035dbda354d5c1c/tracking/what_d.kuala%20lumpur/type.1/page.4/cookieid.421531292365dbda354d50c67.12366647/campaigns.283/pos.11/,#NA,propertyguru.com.my,30+ days ago,MYR 570000,3,1281
